artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
die,halbpension,halbpensionen,half board,wohnung,,
die,vollpension,vollpensionen,full board,wohnung,,
die,wohnung,wohnungen,apartment,wohnung,,
die,miete,mieten,rent,wohnung,,
die,monatsmiete,monatsmieten,monthly rent,wohnung,,
die,jugendherberge,jugendherbergen,youth hostel,wohnung,,
die,wohngemeinschaft,wohngemeinschaften,shared apartment,wohnung,,
die,uebernachtung,uebernachtungen,overnight stay,wohnung,,
die,halbpension,halbpensionen,half board,wohnung,,
die,vollpension,vollpensionen,full board,wohnung,,
die,wohnung,wohnungen,apartment,wohnung,,
die,miete,mieten,rent,wohnung,,
die,monatsmiete,monatsmieten,monthly rent,wohnung,,
die,jugendherberge,jugendherbergen,youth hostel,wohnung,,
die,wohngemeinschaft,wohngemeinschaften,shared apartment,wohnung,,
die,uebernachtung,uebernachtungen,overnight stay,wohnung,,
die,halbpension,halbpensionen,half board,wohnung,,
die,vollpension,vollpensionen,full board,wohnung,,
die,wohnung,wohnungen,apartment,wohnung,,
die,miete,mieten,rent,wohnung,,
die,monatsmiete,monatsmieten,monthly rent,wohnung,,
die,jugendherberge,jugendherbergen,youth hostel,wohnung,,
die,wohngemeinschaft,wohngemeinschaften,shared apartment,wohnung,,
die,uebernachtung,uebernachtungen,overnight stay,wohnung,,
die,halbpension,halbpensionen,half board,wohnung,,
die,vollpension,vollpensionen,full board,wohnung,,
die,wohnung,wohnungen,apartment,wohnung,,
die,miete,mieten,rent,wohnung,,
die,monatsmiete,monatsmieten,monthly rent,wohnung,,
die,jugendherberge,jugendherbergen,youth hostel,wohnung,,
die,wohngemeinschaft,wohngemeinschaften,shared apartment,wohnung,,
die,uebernachtung,uebernachtungen,overnight stay,wohnung,,
