artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
das,deutsch,/,german,sprache,,
das,italien,/,italian,sprache,,
das,latein,/,latin,sprache,,
die,sprache,sprachen,language,sprache,,
die,aussprache,/,pronunciation,sprache,,
die,fremdsprache,fremdsprachen,foreing language,sprache,,
die,englisch,/,english,sprache,,
der,absender,-,sender,sprache,,
der,anruf,anruefe,call,sprache,,
der,empfaenger,-,recipient,sprache,,
der,rueckruf,rueckruefe,call again,sprache,,
der,service,services,customer service,sprache,,
das,deutsch,/,german,sprache,,
das,italien,/,italian,sprache,,
das,latein,/,latin,sprache,,
die,sprache,sprachen,language,sprache,,
die,aussprache,/,pronunciation,sprache,,
die,fremdsprache,fremdsprachen,foreing language,sprache,,
die,englisch,/,english,sprache,,
der,absender,-,sender,sprache,,
der,anruf,anruefe,call,sprache,,
der,empfaenger,-,recipient,sprache,,
der,rueckruf,rueckruefe,call again,sprache,,
der,service,services,customer service,sprache,,
das,deutsch,/,german,sprache,,
das,italien,/,italian,sprache,,
das,latein,/,latin,sprache,,
die,sprache,sprachen,language,sprache,,
die,aussprache,/,pronunciation,sprache,,
die,fremdsprache,fremdsprachen,foreing language,sprache,,
die,englisch,/,english,sprache,,
der,absender,-,sender,sprache,,
der,anruf,anruefe,call,sprache,,
der,empfaenger,-,recipient,sprache,,
der,rueckruf,rueckruefe,call again,sprache,,
der,service,services,customer service,sprache,,
das,deutsch,/,german,sprache,,
das,italien,/,italian,sprache,,
das,latein,/,latin,sprache,,
die,sprache,sprachen,language,sprache,,
die,aussprache,/,pronunciation,sprache,,
die,fremdsprache,fremdsprachen,foreing language,sprache,,
die,englisch,/,english,sprache,,
der,absender,-,sender,sprache,,
der,anruf,anruefe,call,sprache,,
der,empfaenger,-,recipient,sprache,,
der,rueckruf,rueckruefe,call again,sprache,,
der,service,services,customer service,sprache,,
