artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
das,abendessen,-,dinner,mahlzeiten,essen,
das,fruehstueck,fruehstueck,breakfast,mahlzeiten,,
das,mittagessen,mittagessen,lunch,mahlzeiten,,
das,abendessen,-,dinner,mahlzeiten,essen,
das,fruehstueck,fruehstueck,breakfast,mahlzeiten,,
das,mittagessen,mittagessen,lunch,mahlzeiten,,
das,abendessen,-,dinner,mahlzeiten,essen,
das,fruehstueck,fruehstueck,breakfast,mahlzeiten,,
das,mittagessen,mittagessen,lunch,mahlzeiten,,
das,abendessen,-,dinner,mahlzeiten,essen,
das,fruehstueck,fruehstueck,breakfast,mahlzeiten,,
das,mittagessen,mittagessen,lunch,mahlzeiten,,
