artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
artikel,wort,plural,uebersetzung,kategorie,sekundaer_kategorie,alt
verschiedenes,beide,,both,,,
verschiedenes,besser,,better,,,
verschiedenes,danach,,after that,,,
verschiedenes,dort,,also,,,
verschiedenes,ein paar,,a pair,,,
verschiedenes,endlich,,finally,,,
verschiedenes,erlaubt,,allowed,,,
verschiedenes,fast,,almost,,,
verschiedenes,frueher,,in the past,,,
verschiedenes,seit,,since,,,
verschiedenes,gerade,,now,,,
verschiedenes,gechlossen,,closed,,,
verschiedenes,gleich,,now,,,
verschiedenes,manche,,some,,,
verschiedenes,manchmal,,sometimes,,,
verschiedenes,mehr als,,more than,,,
verschiedenes,meist,,mostly,,,
verschiedenes,moeglich,,possible,,,
verschiedenes,nachst,,next,,,
verschiedenes,nie,,never,,,
verschiedenes,beide,,both,,,
verschiedenes,besser,,better,,,
verschiedenes,danach,,after that,,,
verschiedenes,dort,,also,,,
verschiedenes,ein paar,,a pair,,,
verschiedenes,endlich,,finally,,,
verschiedenes,erlaubt,,allowed,,,
verschiedenes,fast,,almost,,,
verschiedenes,frueher,,in the past,,,
verschiedenes,seit,,since,,,
verschiedenes,gerade,,now,,,
verschiedenes,gechlossen,,closed,,,
verschiedenes,gleich,,now,,,
verschiedenes,manche,,some,,,
verschiedenes,manchmal,,sometimes,,,
verschiedenes,mehr als,,more than,,,
verschiedenes,meist,,mostly,,,
verschiedenes,moeglich,,possible,,,
verschiedenes,nachst,,next,,,
verschiedenes,nie,,never,,,
verschiedenes,beide,,both,,,
verschiedenes,besser,,better,,,
verschiedenes,danach,,after that,,,
verschiedenes,dort,,also,,,
verschiedenes,ein paar,,a pair,,,
verschiedenes,endlich,,finally,,,
verschiedenes,erlaubt,,allowed,,,
verschiedenes,fast,,almost,,,
verschiedenes,frueher,,in the past,,,
verschiedenes,seit,,since,,,
verschiedenes,gerade,,now,,,
verschiedenes,gechlossen,,closed,,,
verschiedenes,gleich,,now,,,
verschiedenes,manche,,some,,,
verschiedenes,manchmal,,sometimes,,,
verschiedenes,mehr als,,more than,,,
verschiedenes,meist,,mostly,,,
verschiedenes,moeglich,,possible,,,
verschiedenes,nachst,,next,,,
verschiedenes,nie,,never,,,
verschiedenes,beide,,both,,,
verschiedenes,besser,,better,,,
verschiedenes,danach,,after that,,,
verschiedenes,dort,,also,,,
verschiedenes,ein paar,,a pair,,,
verschiedenes,endlich,,finally,,,
verschiedenes,erlaubt,,allowed,,,
verschiedenes,fast,,almost,,,
verschiedenes,frueher,,in the past,,,
verschiedenes,seit,,since,,,
verschiedenes,gerade,,now,,,
verschiedenes,gechlossen,,closed,,,
verschiedenes,gleich,,now,,,
verschiedenes,manche,,some,,,
verschiedenes,manchmal,,sometimes,,,
verschiedenes,mehr als,,more than,,,
verschiedenes,meist,,mostly,,,
verschiedenes,moeglich,,possible,,,
verschiedenes,nachst,,next,,,
verschiedenes,nie,,never,,,
